index,original_title,artist,startYear,endYear,image,url,museum,title,place,material,description,art_id_1,art_id_2,art_id_3,art_id_4,art_id_5,art_id_6,art_id_7,art_id_8,art_id_9,art_id_10
59,Le Grand Canal à Venise avec l'église San Simeone Piccolo,"Italie ; Vetturali, Gaetano",1700.0,1800.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053904/0001106501_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053904,louvre museum,The Grand Canal in Venice with the San Simeone Piccolo church,Italy,cloth,registration setback cloth stencil black rf on the frame labels ministry from business foreign rf venice xviii the big channel museum of louvre,2264,2263,2265,3490,3838,5291,44,2373,2721,15
60,Portrait de sénateur vénitien âgé de 57 ans,"Italie ; Tintoret (Robusti, Jacopo, dit Tintoretto)",1559.0,,https://collections.louvre.fr/media/cache/original/0000000021/0000056724/0000042015_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010056724,louvre museum,Portrait of a 57-year-old Venetian senator,Italy,cloth,registration to setback on the cloth of relining mid signature sign date on the book anno aetati lvii mvii jocopo tinto back,23,3837,75,9,10,6004,103,6001,5464,6002
61,Combat de cavalerie,"Italie ; Simonini, Francesco",1700.0,1800.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053856/0000343030_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053856,louvre museum,cavalry battle,Italy,cloth,registration to setback of frame label pass everywhere in everything gender has ponsinet to setback of frame to marker pen to setback of frame on label collection louis the case and manuscript in red on label to edging blue museum of laon,2876,970,1496,2947,6145,2598,4889,4358,4745,6148
62,La Vierge à l'Enfant couronnée par deux anges,Italie ; Pietro di Ruffolo,1400.0,1500.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053929/0000750886_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053929,louvre museum,The Virgin and Child crowned by two angels,Italy,bottom  gold on drink  poplar ,between holy catherine and holy daisy to above god the dad blessing,108,110,1215,3829,1135,1,557,3828,63,35
63,La Vierge et l'Enfant,Italie ; Pseudo Pier Francesco Fiorentino,1400.0,1500.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053936/0000931207_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053936,louvre museum,The Virgin and Child,Italy,drink  poplar ,with a young holy the small holy jeans baptist and of them angels,108,4818,5115,5766,62,1215,1104,1135,3828,4817
64,La Vierge et l'Enfant,Italie ; Pseudo Pier Francesco Fiorentino,1400.0,1500.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053958/0000751115_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053958,louvre museum,The Virgin and Child,Italy,bottom  gold on drink  poplar ,format hanger registration gloria in excel deo and in land peace hominibus bone voluntatis laudamus you well dictated ave maria thank you full,5293,3924,1131,31,4773,36,3199,3822,2142,63
65,Le Jugement de Daniel,"Italie ; Pacchiarotto, Giacomo",1500.0,1600.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053993/0000731098_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053993,louvre museum,The Judgment of Daniel,Italy,drink  spruce ,nature of brand stamp of wax,100,3258,76,1541,4982,3338,3337,5299,444,3336
66,Saint Louis de Gonzague en oraison,"Italie ; Mazzanti, Ludovico",1700.0,1800.0,https://collections.louvre.fr/media/cache/large/0000000021/0000054681/0001063705_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054681,louvre museum,Saint Louis de Gonzague in prayer,Italy,cloth,registration setback frame label handwritten nr old school italian eighteenth coronation  a holy dragiga registration handwritten school of of dominique tiepolo setback cloth in white,3253,5002,1806,5079,4688,5457,5231,4274,2791,5071
67,Saint Thomas d'Aquin,Italie ; Jacopo del Casentino,1300.0,1400.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053627/0000751241_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053627,louvre museum,Saint Thomas Aquinas,Italy,bottom  gold on drink  poplar ,registration on the book incipit of the summa contra gentiles true m meditabit ur guctur meum labia me has detestabunt ur inpium,31,55,3924,3822,5340,37,5339,2627,1136,3366
68,Crucifix,Italie ; Lorenzo di Bicci,1400.0,1500.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053648/0000916144_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053648,louvre museum,Crucifix,Italy,bottom  gold on drink  poplar ,in the decor geometric of bottom the seven virtues to right of christ faith hope charity to left caution strength justice and temperance in low to right holy madeleine registration to setback on the sign a label printed museums imperial,6166,52,527,72,62,3941,3355,5835,472,1135
69,Retable de saint Jérôme,"Italie ; Strozzi, Zanobi",1460.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000053671/0000750834_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053671,louvre museum,Altarpiece of Saint Jerome,Italy,drink,sign major the virgin and i child surrounded by the saints cosmic damien jerome jeans baptist francis and lawrence and by from angels on the pilasters to left the saints ambrosia augustine and gregory to right james the major paul and pierre has the predella scenes of the life of holy jerome holy jerome to sees in dream before the court of judge dead of holy jerome the christ to tomb appearance of holy jerome to holy augustine punishment miraculous of i heresiarch sabinianus nature of brand escutcheon from medici of each side of the predella,1102,7,3828,473,555,3825,2503,1106,115,474
70,"La Vierge et l'Enfant en Majesté entre saint Paul, saint Pierre et quatre anges",Italie ; Maître de Santa Maria dei servi,1300.0,1400.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053688/0000750967_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053688,louvre museum,"The Virgin and Child in Majesty between Saint Paul, Saint Peter and four angels",Italy,bottom  gold on drink  poplar ,registration mid to setback on the sign stencil white,55,6295,557,110,3399,3325,3394,3806,4746,3832
71,La Vierge et l'Enfant entourés de huit anges,Italie ; Tommaso del Mazza,1300.0,1400.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053689/0000751287_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053689,louvre museum,The Virgin and Child surrounded by eight angels,Italy,bottom  gold on drink  poplar ,center  a triptych see m i m i registration to setback on the sign to stencil white mid,31,109,37,3806,1214,3832,3808,2033,1398,55
72,La Vierge de Majesté avec six anges et les donateurs Paci,Italie ; Maître de 1310,1310.0,,https://collections.louvre.fr/media/cache/large/0000000021/0000053724/0000751286_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053724,louvre museum,The Virgin of Majesty with six angels and the Paci Donors,Italy,bottom  gold on drink  poplar ,the bottom  gold and the halos redone to nineteenth century have summer preserved registration to foot of throne of the virgin inominous  imo neither am in of m in to februarii p ro has not i m has filipii peaceful and  imo not jachobe uxoris sweat has not i m and quor um p er m isricord i am dei demanding i not space,524,14,3941,5460,472,484,5102,4746,849,4707
73,"Sainte Claire (panneau supérieur du polyptyque ""Crespi"")",Italie ; Marco da Oggiono,1515.0,1519.0,https://collections.louvre.fr/media/cache/large/0000000021/0000054635/0000927673_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054635,louvre museum,"Saint Clare (upper panel of the ""Crespi"" polyptych)",Italy,drink,format hanger,3856,3833,607,114,5200,5201,931,3919,5199,490
74,Le Prophète Isaïe,Italie ; Pérugin (dit Il Perugino),1500.0,1600.0,https://collections.louvre.fr/media/cache/large/0000000021/0000058727/0000970163_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010058727,louvre museum,The Prophet Isaiah,Italy,drink,format tondo,0,934,4272,1103,5310,1098,4269,3198,1106,3331
75,La Piscine probatique,"Italie ; Tintoret (Robusti, Jacopo, dit Tintoretto)",1500.0,1600.0,https://collections.louvre.fr/media/cache/original/0000000021/0000057045/0000041309_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010057045,louvre museum,The Probation Pool,Italy,cloth,registration label handwritten setback setback frame collection louis the case in red,9,23,3837,10,60,5288,3801,3840,5205,2267
76,Sainte Famille,"Italie ; Santi, Raffaello, dit Raphaël",1500.0,1600.0,https://collections.louvre.fr/media/cache/large/0000000021/0000057182/0000338865_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010057182,louvre museum,Holy family,Italy,drink,nature of brand stamp of wax,1541,100,65,4982,3258,3338,850,444,1743,5656
77,Scène champêtre (Rébecca à la fontaine),"Italie ; Paolo Caliari, dit Veronese",1500.0,1600.0,https://collections.louvre.fr/media/cache/large/0000000021/0000052672/0000972825_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010052672,louvre museum,Country scene (Rebecca at the fountain),Italy,cloth,registration to setback on the frame a label nr old veronese school stage rural brand to the chalk white,10,923,9,1806,4319,5494,75,2792,1820,4270
78,Vierge adorant l'Enfant,"Italie ; Mainardi, Sebastiano",1450.0,1500.0,https://collections.louvre.fr/media/cache/large/0000000021/0000054632/0001065074_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010054632,louvre museum,Virgin Adoring the Child,Italy,drink,registration to setback to left to the chalk blue wiesbaden to setback to the chalk white g surrounded and to setback to center on label to edging blue nr old to mainardi virgin child st jeans to setback on frame rest  a label to the chalk blue and where f rm to the chalk red number collection h goering to the chalk blue number of central collecting point of munich old to the chalk white framed to the chalk white,2408,5868,5891,6451,4622,4629,4819,5312,5376,4318
79,Sainte Catherine de Sienne recevant les stigmates du Crucifix qui se penche miraculeusement vers elle,Italie ; Matteo di Giovanni,1400.0,1500.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053736/0000731758_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053736,louvre museum,Saint Catherine of Siena receiving the stigmata of the Crucifix which leans miraculously towards her,Italy,drink  poplar ,format hanger,3394,2624,3393,739,2627,110,469,35,740,1135
80,Héros antique,"Italie ; Pinturicchio (Bernardino di Betto di Biagio, dit Il) ; Neroccio de Landi",1400.0,1499.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053749/0000750968_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053749,louvre museum,ancient hero,Italy,drink  poplar ,registration to setback on the sign registered in white inv,5875,5876,3363,3366,37,1125,1398,1136,1126,1214
81,La Conversion de saint Paul,"Italie ; Vassilacchi, Antonio",1500.0,1600.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053768/0001111324_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053768,louvre museum,The Conversion of Saint Paul,Italy,cloth,registration to setback label of the collection the case to setback on the cloth to stencil black mid registered in to setback on the frame to the painting white s to setback a label affixed during of i evacuation in june,3333,2676,2608,50,997,2568,5969,5090,2986,2768
82,Saint Pierre,Italie ; Taddeo di Bartolo,1300.0,1400.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053841/0000751319_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053841,louvre museum,Saint Pierre,Italy,bottom  gold on drink  poplar ,sign lateral cut to the part lower  a polyptych whose the virgin to i child m i constituted the center,8,490,483,5990,931,31,1821,5976,71,849
83,Jésus Christ au milieu des apôtres,Italie ; Tuccio d'Andria,1400.0,1500.0,https://collections.louvre.fr/media/cache/original/0000000021/0000053888/0000041468_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053888,louvre museum,Jesus Christ among the apostles,Italy,drink,registration on the frame in low to center,528,1045,4848,3350,3701,4698,4987,4699,2456,86
84,La Vierge et l'Enfant avec deux anges,"Italie ; Machiavelli, Zanobi",1400.0,1500.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053654/0000751043_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053654,louvre museum,The Virgin and Child with two angels,Italy,drink  poplar ,registration to setback on the sign a brand to the chalk white to setback on the sign a brand to stencil white mid on the border of coat ave maria watch dei amen vergine bella che said floor fri stita,3811,5083,3848,5991,3824,6057,4,3842,5999,1380
85,L'Annonciation avec six saints,Italie ; Maître du retable d'Arcetri,1400.0,1500.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053684/0000047937_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053684,louvre museum,The Annunciation with six saints,Italy,drink  poplar ,michael tobie and i angel nicholas jeans baptist jeans evangelist and jerome registration to setback on the sign a label ministry of the home of i emperor to setback on the sign a label museums imperial,3809,6166,5077,6124,3843,6159,5457,3848,15,2138
86,"Le Christ au tombeau (entre la Vierge, saint Jean et sainte Madeleine entourés des symboles et des instruments de la Passion)",Italie ; Maître du triptyque Johnson,1400.0,1500.0,https://collections.louvre.fr/media/cache/large/0000000021/0000053942/0000751007_OG.JPG,https://collections.louvre.fr/ark:/53355/cl010053942,louvre museum,"Christ in the tomb (between the Virgin, Saint John and Saint Madeleine surrounded by symbols and instruments of the Passion)",Italy,drink  poplar ,between the virgin holy jeans and holy madeleine surrounded from symbols and from instruments of the passion of high in low pray to garden from olive trees treason of judas arrest of christ examination of christ the christ outraged holy pierre and the servant the rooster the instruments of the passion nails crown  thorns whips column sponge spear stick pincers scale lanterns veil from registration to setback on the sign to the chalk to setback on the sign registered to stencil white inv,2302,2418,3701,6384,2440,3202,3914,4356,4848,4699
